CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
TQRMNOPUTHLMLTCDEIJAH00718900,2021,4,1,1,1,S,33,1399,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,3,1,2,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,2,1,98,0,0,0
TQRMNOQVXHMLLQCDEIJAH00714174,2021,4,1,1,1,S,33,245,1,,2,1,,3,1,1,2,,1,1,1,3,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,160000,9,,9,9.0,,9,80000.0,10,,9,10.0,,10,462,2,1,98,0,0,0
TQRMNOSYWHLNKNCDEHMHF00717449,2021,4,1,1,42,N,26,128,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,115000,8,8.0,8,,8.0,8,38333.33,7,7.0,8,,7.0,7,189,1,2,3,0,0,0
TQSMNOSUTHLOKOCDEHMHF00717450,2021,4,1,1,42,N,26,161,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,26850,1,1.0,1,,1.0,1,13425.0,2,2.0,2,,2.0,3,186,1,0,98,0,0,0
TQRMNOTYPHMMKOCDEHMHF00714397,2021,4,1,1,42,N,26,302,1,,3,2,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOSSQHKNKOCDEHMHF00662596,2021,4,1,1,42,N,26,160,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,105000,7,8.0,8,,8.0,7,35000.0,7,7.0,7,,7.0,7,233,1,3,98,0,0,0
TQRMNOQYRHMMKOCDEFKID00714195,2021,4,1,1,43,S,4,549,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,15000,1,1.0,1,1.0,,1,15000.0,2,2.0,2,2.0,,2,595,1,0,98,0,0,0
TQUMNOSTVHMOLLCDEGKDB00716321,2021,4,1,1,43,N,14,108,1,,1,1,,4,1,1,1,,1,1,1,1,1,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,27000,1,1.0,1,,1.0,2,13500.0,2,2.0,2,,2.0,3,209,1,2,98,0,0,0
TQRMNOSTVHMOLLCDEGKDB00711747,2021,4,1,1,43,N,14,82,2,,1,1,,4,2,1,1,,1,1,1,1,1,1,2,1,1,2,0,2,2,2,0,0,0,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,3,98,0,0,0
TQRMNOQVRHJMLLCDEGKDB00676350,2021,4,1,1,43,N,14,100,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOPXQHJLLMCDEGKDB00676317,2021,4,1,1,43,N,14,92,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,2,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,55000,4,4.0,4,,4.0,5,27500.0,5,6.0,5,,6.0,7,136,1,2,98,0,0,0
TQRMNOPTVHKOLOCDEHMHF00685491,2021,4,1,1,42,N,26,130,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,70000,5,5.0,5,,5.0,5,23333.33,4,4.0,5,,5.0,5,172,2,0,98,0,0,0
TQRMNORTRHKOLOCDEHMHF00662555,2021,4,1,1,42,N,26,96,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,60000,4,4.0,4,,4.0,4,30000.0,6,6.0,7,,6.0,6,128,1,2,98,0,0,0
TQRMNOPTSHLMLPCDEHMHF00717457,2021,4,1,1,42,N,26,187,2,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,140000,8,9.0,9,,9.0,9,46666.67,8,8.0,8,,8.0,8,293,2,0,98,0,0,0
TQRMNOQTRHJLLPCDEHMHF00685307,2021,4,1,1,42,N,26,121,2,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,30000,1,2.0,2,,2.0,2,30000.0,6,6.0,7,,6.0,6,155,1,0,98,0,0,0
TQRMNOTRPHMOLMCDEHLEH00711999,2021,4,1,1,40,N,25,120,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,64700,4,5.0,5,,5.0,5,32350.0,6,7.0,8,,7.0,8,122,2,0,1,0,0,0
TQRMNORUTHJOLOCDEHLEH00684368,2021,4,2,1,40,N,25,180,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,0,6,75000,5,6.0,6,,6.0,6,12500.0,2,2.0,3,,2.0,2,196,1,0,98,0,0,0
TQRMNOQXSHKOLPCDEHLEH00662466,2021,4,1,1,40,N,25,225,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,2,2,0,0,0,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,5,0,5,67000,5,5.0,5,,5.0,5,13400.0,2,2.0,3,,2.0,3,228,1,0,98,0,0,0
TQRMNOPSQHJMLOCDEGGFB00700766,2021,4,1,1,42,S,10,429,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,0,2,71500,5,5.0,6,5.0,,6,35750.0,7,7.0,7,6.0,,7,395,2,3,98,0,0,0
TQRMNORTVHJMLOCDEGGFB00673020,2021,4,1,1,42,S,10,543,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,2,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOPYQHLMLOCDEGGFB00715769,2021,4,1,1,42,S,10,470,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0.0,0,0.0,,0,0.0,0,0.0,0,0.0,,0,438,1,0,96,0,0,0
TQRMNOPYTHLMLOCDEGGFB00715770,2021,4,1,1,42,S,10,546,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,1,4,20000,1,1.0,1,1.0,,1,4000.0,1,1.0,1,1.0,,1,486,1,0,2,3,4,0
TQRMNOQVYHLMLOCDEGGFB00715771,2021,4,1,1,42,S,10,560,1,,2,1,,3,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,0,1,130000,8,9.0,9,8.0,,9,130000.0,10,10.0,10,10.0,,10,572,1,0,98,0,0,0
TQRMNOQWPHLMLOCDEGGFB00715772,2021,4,1,1,42,S,10,506,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2,0,3,0,0,0
TQRMNOQWTHLMLOCDEGGFB00715773,2021,4,1,1,42,S,10,560,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,8,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,60000,4,4.0,4,4.0,,5,20000.0,4,4.0,4,3.0,,4,968,1,2,98,0,0,0
TQRMNOQUUHMNLPCDEGGFB00711907,2021,4,1,1,42,S,10,553,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,5,1,4,66600,5,5.0,5,5.0,,5,13320.0,2,2.0,2,2.0,,2,761,2,0,1,3,4,0
TQRMNOSTSHMNLPCDEGGFB00712000,2021,4,1,1,42,S,10,525,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,7,1,6,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2,3,98,0,0,0
TQRMNOSXTHKOLMCDEGGFB00660651,2021,4,1,1,42,S,10,515,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,1,15000,1,1.0,1,1.0,,1,15000.0,2,2.0,3,2.0,,3,516,1,0,98,0,0,0
TQRMNOPRSHJMLQCDEGGFB00673025,2021,4,1,1,42,S,10,482,1,,2,1,,4,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,46800,3,3.0,3,3.0,,3,23400.0,4,5.0,5,4.0,,5,445,1,0,98,0,0,0
TQRMNORSTHJLKOCDEHGHJ00680985,2021,4,1,1,44,N,20,208,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,8,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,42000,2,3.0,2,,3.0,2,42000.0,7,8.0,6,,8.0,6,222,97,0,1,0,0,0
TQRMNORSSHJKKQCDEHGHJ00680975,2021,4,1,1,44,N,20,113,1,,3,1,,4,1,1,1,,1,1,1,1,2,1,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,174000,9,10.0,9,,10.0,9,34800.0,6,7.0,5,,7.0,5,139,1,0,2,0,0,0
TQRMNOSWRHMMKQCDEHGHJ00716950,2021,4,1,1,44,N,20,300,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,54000,4,4.0,2,,4.0,2,27000.0,5,5.0,4,,6.0,3,423,1,0,2,0,0,0
TQRMNOSQVHLMLMCDEGOIH00716713,2021,4,1,1,40,N,18,195,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,3,2,0,1,1,2,2,0,2,0,3,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,0,4,90000,6,7.0,7,,7.0,7,22500.0,4,4.0,6,,4.0,5,233,1,0,98,0,0,0
TQRMNORRPHKMLNCDEHGHJ00714133,2021,4,1,1,44,N,20,136,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNORPYHMOLPCDEGOIH00714204,2021,4,1,1,40,N,18,234,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,0,2,74000,5,6.0,6,,6.0,6,37000.0,7,7.0,8,,7.0,8,236,1,0,2,0,0,0
TQRMNOTRVHKLLLCDEGJBF00710506,2021,4,2,1,43,S,13,1161,2,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,62000,4,5.0,5,4.0,,5,62000.0,9,9.0,9,9.0,,9,1172,1,0,98,0,0,0
TQRMNOQSPHLOKQCDEOJAH00720326,2021,4,1,1,44,N,93,29,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,70000,5,5.0,3,,5.0,4,70000.0,9,10.0,8,,10.0,9,31,1,0,98,0,0,0
TQRMNOPPVHJOKPCDEOJAH00697812,2021,4,1,1,44,N,93,60,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,27000,1,1.0,1,,1.0,1,27000.0,5,5.0,4,,6.0,3,46,1,0,98,0,0,0
TQRMNORSWHJOKPCDEOJAH00697817,2021,4,1,1,44,N,93,60,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,49800,3,3.0,2,,3.0,2,49800.0,8,8.0,7,,8.0,6,55,1,0,98,0,0,0
TQRMNORXVHJOKQCDEOJAH00697822,2021,4,1,1,44,N,93,48,2,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,105000,7,8.0,6,,8.0,6,105000.0,10,10.0,10,,10.0,10,52,1,0,98,0,0,0
TQRMNORSUHLOKRCDEOJAH00720327,2021,4,1,1,44,N,93,47,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOSSPHKOKQCDEOJAH00720328,2021,4,1,1,44,N,93,54,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,1,73000,5,6.0,4,,6.0,4,73000.0,9,10.0,9,,10.0,9,58,1,0,98,0,0,0
TQRMNOQVRHKOKRCDEOJAH00664196,2021,4,1,1,44,N,93,43,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,0,4,133000,8,9.0,7,,9.0,8,33250.0,6,7.0,5,,7.0,4,59,2,0,98,0,0,0
TQRMNORVSHMOKMCDEHIBB00713214,2021,4,1,1,40,N,22,181,1,,5,1,,2,1,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,170000,9,10.0,10,,10.0,9,42500.0,7,8.0,9,,8.0,9,193,2,4,98,0,0,0
TQRMNOUSQHMOKMCDEHIBB00712764,2021,4,1,1,40,N,22,165,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,1,3,4,0,0
TQRMNORYYHJOKMCDEHIBB00681961,2021,4,1,1,40,N,22,119,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,1,4,233600,10,10.0,10,,10.0,10,46720.0,8,8.0,9,,8.0,9,118,1,3,98,0,0,0
TQRMNOPPQHMLKSCDEFKID00712248,2021,4,1,1,43,S,4,1003,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,96,0,2,3,0,0
TQRMNOQSRHKLKSCDEFKID00667183,2021,4,1,1,43,S,4,497,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,80000,6,6.0,6,6.0,,6,80000.0,10,10.0,10,9.0,,10,658,1,0,98,0,0,0
TQRMNOQVQHJMKRCDEIGED00717953,2021,4,1,1,43,N,30,185,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,1,3,0,0
TQRMNOPXTHJMKSCDEIGED00717954,2021,4,1,1,43,N,30,161,1,,2,1,,1,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,5,3,2,85000,6,6.0,6,,6.0,6,17000.0,3,3.0,3,,3.0,2,254,2,1,98,0,0,0
TQRMNOPVYHKKKQCDEIGED00717955,2021,4,1,1,43,N,30,215,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,2,98,0,0,0
TQRMNORQYHKKKQCDEIGED00717956,2021,4,1,1,43,N,30,169,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,2,98,0,0,0
TQRMNOPURHJLKTCDEIGED00717957,2021,4,1,1,43,N,30,80,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,1,2,0,1,1,1,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,40000,2,3.0,3,,3.0,2,40000.0,7,8.0,7,,8.0,7,115,1,0,96,0,0,0
TQRMNOPTTHLMKSCDEIGED00717958,2021,4,1,1,43,N,30,187,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOQWRHLLKUCDEIGED00717959,2021,4,1,1,43,N,30,123,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,38000,2,2.0,2,,2.0,2,38000.0,7,7.0,7,,7.0,6,193,1,0,98,0,0,0
TQRMNORPVHMMLLCDEIGED00712275,2021,4,1,1,43,N,30,106,1,,2,1,,3,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOQPRHKNKRCDEIGED00663012,2021,4,1,1,43,N,30,151,1,,3,1,,3,1,1,1,,1,1,1,1,2,1,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,56300,4,4.0,4,,4.0,4,28150.0,5,6.0,5,,6.0,4,228,1,0,2,0,0,0
TQRMNOQPSHKNKRCDEIGED00663013,2021,4,1,1,43,N,30,203,2,,1,2,,4,2,2,1,,1,2,2,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0.0,0,,0.0,0,0.0,0,0.0,0,,0.0,0,285,1,0,98,0,0,0
TQRMNOPXXHJNLMCDEIGED00688476,2021,4,1,1,43,N,30,140,1,,1,2,,4,2,1,1,,1,1,1,1,2,1,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,3,0,98,0,0,0
TQSMNORPYHJNLMCDEIGED00717960,2021,4,1,1,43,N,30,143,2,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,42000,2,3.0,3,,3.0,2,21000.0,4,4.0,3,,4.0,3,146,2,0,1,0,0,0
TQRMNOPVYHJOLQCDEHIBB00698139,2021,4,1,1,40,N,22,96,1,,3,2,,2,2,1,1,,1,1,1,2,2,1,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,2,3,4,5,0
TQRMNOPQVHMOKNCDEGJBF00709219,2021,4,1,1,43,S,13,315,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,58000,4,4.0,4,4.0,,4,29000.0,5,6.0,5,5.0,,5,330,1,2,98,0,0,0
TQRMNOQSYHMOKNCDEGJBF00709020,2021,4,1,1,43,S,13,317,1,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,93000,6,7.0,7,6.0,,7,31000.0,6,6.0,6,6.0,,6,331,1,2,98,0,0,0
TQRMNOQSRHLOLNCDEFKID00714775,2021,4,1,1,43,S,4,519,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,45000,3,3.0,3,3.0,,3,22500.0,4,4.0,4,4.0,,4,646,1,2,98,0,0,0
TQRMNOPYRHJOLPCDEFKID00667138,2021,4,1,1,43,S,4,808,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,0,6,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,2,6,0,0,0
TQRMNOPRXHJMLQCDEFKID00667073,2021,4,1,1,43,S,4,453,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,73000,5,6.0,6,5.0,,5,36500.0,7,7.0,7,7.0,,6,579,2,0,98,0,0,0
