,CODUSU,NRO_HOGAR,AGLOMERADO,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II5_1,II6_1,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,IPCF,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco,genero,edad,cob_medica,NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind_sum,adulto_equivalente,pobreza,IV9,IV10,IV11,II4_1,II4_2,II4_3,II5,II6,II7,II8,II9
1526,TQRMNOQUSHLOKPCDEFOCD00715443,1,8,1,4,1,4,1,1,1,1,2,2,2,4,4,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,3,7,59000,5900.0,1,4,4,0,0,0,1,2,44,1,6,9,4,7.79,7573.81,1,1,1,1,1,1,2,2,2,1,2,1
1527,TQRMNORYVHLOKPCDEFOCD00715444,1,8,1,3,2,4,2,1,1,1,2,2,2,3,3,2,0,0,0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,6,50000,6250.0,1,4,98,0,0,0,1,2,50,1,1,9,1,5.79,8635.58,1,1,2,1,1,1,1,2,2,1,2,1
1528,TQRMNOPQUHLLKRCDEFOCD00715445,1,8,1,4,1,5,1,1,2,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,68000,22666.67,96,0,98,0,0,0,1,1,73,1,4,9,1,2.5,27200.0,0,1,1,1,1,1,1,2,2,1,2,1
1529,TQRMNOPQWHLLKRCDEFOCD00715446,1,8,1,3,1,3,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,50000,50000.0,96,0,98,0,0,0,1,2,75,1,6,9,1,0.67,74626.87,0,1,1,1,1,1,2,2,2,1,2,1
1530,TQRMNORRUHLLKRCDEFOCD00715447,1,8,2,2,1,5,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,60000,30000.0,2,1,98,0,0,0,1,2,49,1,6,3,0,1.78,33707.87,0,1,1,1,1,1,2,2,2,3,2,1
1531,TQRMNOQUTHJOKSCDEFOCD00670951,1,8,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,52000,52000.0,97,0,98,0,0,0,1,2,88,1,2,9,1,0.63,82539.68,0,1,1,1,1,1,2,2,2,1,2,1
1532,TQRMNOPYUHLOKTCDEFOCD00715449,1,8,1,3,1,4,1,1,1,1,2,2,2,3,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,69000,11500.0,3,0,1,0,0,0,1,2,62,1,2,9,1,4.28,16121.5,1,1,1,1,1,1,1,2,2,1,2,1
1533,TQRMNOPWYHLOKUCDEFOCD00715450,1,8,1,3,2,4,2,1,1,1,2,2,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,1,5,50000,8333.33,2,3,4,0,0,0,1,1,44,1,4,3,0,4.96,10080.65,1,1,1,2,1,2,2,2,2,1,2,1
1534,TQRMNORXUHLOKUCDEFOCD00715451,1,8,1,1,2,4,2,1,1,1,2,1,2,1,1,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,2,2,7000,1750.0,2,1,98,0,0,0,1,1,26,4,3,3,0,2.93,2389.08,1,1,2,3,1,2,2,2,2,1,2,1
1535,TQRMNOSTTHMMLNCDEGNFJ00711707,1,17,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,105000,52500.0,1,0,2,0,0,0,1,2,63,1,3,9,1,1.5,70000.0,0,1,1,1,1,2,2,2,2,2,1,1
1536,TQRMNORXYHJOKUCDEGNFJ00716543,1,17,1,3,1,3,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,55000,55000.0,1,0,98,0,0,0,1,1,28,4,4,3,0,1.02,53921.57,0,1,1,1,1,2,2,2,2,4,1,1
1537,TQRMNOPXTHJLLMCDEGNFJ00678223,1,17,1,5,1,1,1,1,1,1,2,2,2,5,4,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,155000,38750.0,1,3,98,0,0,0,1,2,46,2,3,3,0,3.55,43661.97,0,1,1,1,1,2,2,2,2,1,1,1
1538,TQRMNOPXUHJLLMCDEGNFJ00678224,1,17,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,95000,23750.0,1,2,98,0,0,0,1,1,51,2,4,3,0,3.55,26760.56,0,1,1,1,2,2,2,2,2,1,1,1
1539,TQRMNOPUWHKMKUCDEGNFJ00716544,1,17,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,199500,66500.0,1,0,3,2,0,0,1,2,29,1,6,3,0,2.26,88274.34,0,1,1,1,1,2,2,2,2,3,1,1
1540,TQRMNORRXHKMLLCDEGNFJ00678303,1,17,1,4,1,3,1,1,1,1,2,2,2,4,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,110000,36666.67,2,0,98,0,0,0,1,1,50,1,2,9,1,2.52,43650.79,0,1,1,1,1,1,1,2,2,1,1,1
1541,TQRMNOPPYHMNLQCDEHJGH00711750,1,23,1,3,2,4,2,1,1,1,2,1,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,8,2,6,97000,12125.0,1,2,98,0,0,0,1,2,39,3,3,3,0,6.42,15109.03,1,2,2,3,2,2,2,2,2,1,2,1
1542,TQRMNOSTRHLLLOCDEHJGH00717156,1,23,1,5,1,1,1,1,1,1,2,2,2,5,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,180000,45000.0,2,1,3,4,0,0,1,1,53,1,6,3,0,3.52,51136.36,0,1,1,1,2,2,2,2,2,1,1,1
1543,TQRMNOQVVHKOLQCDEHJGH00662273,2,23,1,3,2,4,2,1,1,1,1,1,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,36000,9000.0,1,0,98,0,0,0,1,2,32,3,2,9,4,2.94,12244.9,1,1,1,1,1,2,2,2,2,6,2,1
1544,TQRMNORPYHJOLOCDEGPDJ00701789,1,19,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,28000,28000.0,1,0,98,0,0,0,1,2,34,4,6,3,0,0.77,36363.64,0,1,1,1,1,2,2,2,2,1,2,1
1545,TQRMNORVWHKOLMCDEGPDJ00661932,1,19,1,3,1,4,1,1,1,1,1,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,42000,14000.0,2,3,98,0,0,0,1,1,53,1,3,3,0,2.52,16666.67,1,1,1,1,1,2,2,2,2,1,1,1
1546,TQRMNOPWWHKMLNCDEGPDJ00661924,1,19,1,3,2,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,2,71000,14200.0,2,0,98,0,0,0,1,1,55,4,2,3,0,3.21,22118.38,1,1,1,1,1,2,2,2,2,1,2,1
1547,TQRMNOQUQHKLLOCDEGPDJ00662039,1,19,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,6,0,6,120000,20000.0,2,0,5,1,0,0,1,2,46,1,5,3,0,4.5600000000000005,26315.79,0,1,1,1,1,2,2,2,2,1,2,1
1548,TQRMNOQXRHJMLPCDEGPDJ00680182,1,19,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,33000,16500.0,1,2,98,0,0,0,1,1,68,1,3,9,1,1.85,17837.84,1,1,1,1,1,2,2,2,2,1,2,1
1549,TQRMNOPRYHKNLQCDEGPDJ00662019,2,19,1,5,1,2,1,1,1,1,1,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,84000,28000.0,1,0,98,0,0,0,1,1,44,1,6,3,0,2.37,35443.04,0,1,1,1,1,2,2,2,2,4,1,1
1550,TQRMNORPVHKMLNCDEGKDB00661266,1,14,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,0,5,38000,7600.0,2,3,98,0,0,0,1,1,42,3,4,9,1,3.98,9547.74,1,1,1,1,2,2,2,2,2,1,2,1
1551,TQRMNOPWYHKMLQCDEGKDB00661385,1,14,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,30000,30000.0,1,0,98,0,0,0,1,2,82,1,1,9,1,0.63,47619.05,0,1,1,1,2,2,2,2,2,2,2,1
1552,TQRMNOQWTHKMLQCDEGKDB00661197,2,14,1,3,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,52000,26000.0,1,0,98,0,0,0,1,2,34,1,4,3,0,1.46,35616.44,0,1,1,1,2,2,1,2,2,3,2,1
1553,TQRMNOSUXHMNLMCDEGNFJ00712434,1,17,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,143000,71500.0,1,0,2,0,0,0,1,1,43,1,4,3,0,1.67,85628.74,0,1,1,1,1,2,2,2,2,2,1,1
1554,TQRMNORSSHMOKSCDEOJAH00712426,1,93,2,2,1,3,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,72000,24000.0,1,0,98,0,0,0,1,2,66,1,1,9,1,2.52,28571.43,0,1,1,1,1,2,2,2,2,2,1,1
1555,TQRMNOQXTHJMKTCDEGOIH00716678,1,18,1,3,1,1,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,60000,20000.0,97,0,1,0,0,0,1,1,37,1,6,3,0,2.14,28037.38,0,1,1,1,1,1,1,2,2,3,1,1
1556,TQRMNOSVPHJMKTCDEGOIH00679115,1,18,2,6,1,1,1,1,1,1,2,2,2,6,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,68000,22666.67,1,0,2,0,0,0,1,2,57,1,6,3,0,2.54,26771.65,0,1,1,1,1,1,2,2,2,1,1,1
1557,TQRMNORSUHJKLLCDEGOIH00679083,1,18,1,4,1,1,1,1,1,1,2,2,2,4,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,0,5,90000,18000.0,2,0,98,0,0,0,1,2,84,1,6,9,1,4.44,20270.27,1,1,1,1,1,1,2,2,2,2,1,1
1558,TQRMNOQPVHKOKUCDEGOIH00661882,1,18,1,2,2,2,1,1,1,1,1,1,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,0,3,53400,17800.0,2,0,98,0,0,0,1,1,52,4,1,3,0,2.5,21360.0,1,1,1,2,2,2,2,2,2,1,2,1
1559,TQRMNOPWRHKNKTCDEHGHJ00698086,1,20,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,47000,15666.67,2,0,1,3,0,0,1,1,71,1,1,9,1,2.52,18650.79,1,1,1,1,1,1,2,2,2,1,1,1
1560,TQRMNORPPHKNKTCDEHGHJ00698085,1,20,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,80000,40000.0,1,0,2,0,0,0,1,2,78,1,3,9,1,1.63,49079.75,0,1,1,1,1,2,2,2,2,1,1,1
1561,TQRMNORUWHJOKTCDEHGHJ00681021,1,20,1,4,1,4,1,1,1,1,2,2,2,4,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,93000,46500.0,1,0,2,0,0,0,1,2,56,1,2,9,1,1.52,61184.21,0,1,1,1,1,1,2,2,2,1,1,1
1562,TQRMNOTXQHKMKUCDEHGHJ00713135,1,20,2,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,196000,196000.0,1,0,98,0,0,0,1,2,35,1,6,3,0,0.77,254545.45,0,1,1,1,1,2,2,2,2,1,1,1
1563,TQRMNOTSQHLOKUCDEHGHJ00716934,1,20,1,2,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,6,2,4,54000,9000.0,2,0,1,0,0,0,1,1,33,3,4,2,0,4.5600000000000005,11842.11,1,1,1,1,1,2,2,2,2,1,1,1
1564,TQRMNOQVQHJMLPCDEIIAD00690106,1,32,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,60000,60000.0,1,0,98,0,0,0,1,1,81,1,6,9,1,0.74,81081.08,0,1,1,1,1,2,2,2,2,2,1,1
1565,TQRMNOQTPHKLLMCDEFLID00668382,1,5,2,1,1,9,1,1,1,1,2,2,2,1,1,2,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,70000,35000.0,1,0,2,0,0,0,1,2,20,1,5,9,3,1.52,46052.63,0,1,1,1,1,1,2,2,2,3,1,1
1566,TQRMNOSSSHKLLMCDEFLID00659832,1,5,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,120000,40000.0,2,0,98,0,0,0,1,1,34,1,4,3,0,2.11,56872.04,0,1,1,1,1,1,2,2,2,3,1,1
1567,TQRMNORUXHKMLOCDEIIAD00663098,1,32,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,73000,36500.0,1,2,98,0,0,0,1,2,89,1,2,9,1,1.37,53284.67,0,1,1,1,1,1,2,2,2,6,1,1
1568,TQRMNOPUTHMMLOCDEIIAD00718253,1,32,2,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,80000,40000.0,2,0,96,0,0,0,1,2,94,2,2,9,1,1.4,57142.86,0,1,1,1,1,2,2,2,2,6,1,1
1569,TQRMNOSVRHMMLOCDEIIAD00713912,1,32,2,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,0,3,266000,88666.67,1,3,98,0,0,0,1,1,50,1,4,3,0,2.52,105555.56,0,1,1,1,1,1,2,2,2,1,1,1
1570,TQRMNOQYUHMKLPCDEIIAD00718254,1,32,1,4,1,4,1,1,1,1,2,2,2,4,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,0,3,44800,14933.33,1,2,3,0,0,0,1,1,44,4,3,2,0,2.77,16173.29,1,1,1,1,1,1,2,2,2,3,1,1
1571,TQRMNOPPVHKMKOCDEGKDB00661487,1,14,1,4,1,4,1,1,1,1,2,2,2,4,1,1,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,45000,22500.0,2,1,98,0,0,0,1,2,69,1,2,9,1,1.34,33582.09,0,1,1,1,1,2,2,2,2,1,2,1
1572,TQRMNOPYWHKMKOCDEGKDB00661188,1,14,1,4,2,4,2,1,1,1,2,2,2,4,4,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,0,5,46000,9200.0,2,0,98,0,0,0,1,1,52,4,5,2,0,4.82,9543.57,1,1,1,1,2,2,2,2,2,1,2,1
1573,TQRMNOSRWHJNKPCDEGKDB00676360,1,14,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,29000,29000.0,1,0,98,0,0,0,1,2,65,1,4,9,1,0.67,43283.58,0,1,1,1,2,2,1,2,2,1,1,1
1574,TQRMNOTPYHLOKNCDEGKDB00716293,1,14,1,3,1,4,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,4,2,2,55000,13750.0,2,0,1,0,0,0,1,1,37,1,3,3,0,2.7800000000000002,19784.17,1,1,1,1,1,2,1,2,2,3,2,1
1575,TQRMNOQQWHKMKQCDEGKDB00661489,1,14,2,4,1,2,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,0,5,53400,10680.0,2,4,98,0,0,0,1,1,54,4,2,3,0,4.17,12805.76,1,1,1,1,1,2,2,2,2,1,2,1
1576,TQRMNOSSXHKMKQCDEGKDB00676464,1,14,2,3,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,25000,25000.0,1,0,98,0,0,0,1,2,76,1,6,9,1,0.63,39682.54,0,1,1,1,1,1,2,2,2,1,2,1
1577,TQRMNOQQYHMOKQCDEGLDF00712331,1,15,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,0,3,65000,21666.67,1,0,98,0,0,0,1,2,46,1,6,3,0,2.5,26000.0,0,1,1,1,2,2,2,2,2,1,2,1
1578,TQRMNOPUTHLKKNCDEGLDF00716409,1,15,1,3,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,140000,70000.0,2,0,98,0,0,0,1,1,84,1,6,9,1,1.37,102189.78,0,1,1,1,1,1,1,2,2,1,2,1
1579,TQRMNORRVHLKKNCDEGLDF00716410,1,15,1,2,1,3,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,0,1,32000,32000.0,1,0,97,0,0,0,1,2,83,1,4,9,1,0.63,50793.65,0,1,1,1,1,1,1,2,2,1,2,1
1580,TQRMNOQRWHJOKOCDEGLDF00701927,1,15,1,5,1,4,1,1,1,1,2,2,2,5,4,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,32000,8000.0,1,0,2,4,0,0,1,2,57,1,4,3,0,3.31,9667.67,1,1,1,1,1,2,2,2,2,1,2,1
1581,TQRMNOQVVHJOKPCDEGLDF00677502,1,15,1,2,2,4,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,29000,14500.0,2,0,98,0,0,0,1,1,75,4,4,9,1,1.5,19333.33,1,1,1,1,1,2,2,2,2,1,2,1
1582,TQRMNORXYHMMKSCDEGLDF00712464,1,15,1,2,1,4,1,1,1,1,1,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,96000,48000.0,1,0,97,0,0,0,1,2,80,1,3,9,1,1.63,58895.71,0,1,1,1,1,1,1,2,2,1,2,1
1583,TQRMNOSVRHJMKUCDEHLEH00702008,1,25,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,0,3,99500,33166.67,1,0,98,0,0,0,1,2,45,1,4,3,0,2.79,35663.08,0,1,1,1,1,1,1,2,2,1,2,1
1584,TQRMNORYXHLMKOCDEGPDJ00716815,1,19,1,3,1,2,2,1,1,1,2,2,2,3,3,2,0,0,0,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,125000,20833.33,2,3,98,0,0,0,1,1,76,1,3,2,0,4.430000000000001,28216.7,0,1,1,1,1,2,2,2,2,1,1,1
1585,TQRMNOTSYHLMKOCDEGPDJ00716816,1,19,1,2,1,2,1,1,1,1,1,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,108000,27000.0,1,0,98,0,0,0,1,2,39,2,5,2,0,3.49,30945.56,0,1,1,1,1,2,1,2,2,4,1,1
1586,TQRMNOQRPHMOKPCDEGPDJ00713326,1,19,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,61000,30500.0,1,0,98,0,0,0,1,2,65,1,4,9,1,1.44,42361.11,0,1,1,1,1,2,1,2,2,4,1,1
1587,TQRMNOSWSHMOKPCDEGPDJ00713267,1,19,1,4,1,2,1,1,1,1,2,2,2,4,2,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,26000,13000.0,1,2,98,0,0,0,1,2,60,1,2,9,1,1.78,14606.74,1,1,1,1,1,2,1,2,2,1,1,1
1588,TQRMNORWWHJLNNCDEIIAD00718279,1,32,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,1,45000,45000.0,1,0,98,0,0,0,1,1,52,1,3,3,0,1.0,45000.0,0,1,1,1,1,2,2,2,2,1,1,1
1589,TQRMNOQSWHLMLQCDEHMHF00717434,1,26,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,0,4,41150,10287.5,1,0,98,0,0,0,1,2,46,1,3,3,0,3.52,11690.34,1,1,1,1,1,2,2,2,2,1,2,1
1590,TQRMNORWRHJNLQCDEHMHF00685366,2,26,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,3,48000,12000.0,1,2,3,4,0,0,1,2,33,4,5,3,0,2.92,16438.36,1,1,1,1,1,1,2,2,2,4,2,1
1591,TQRMNOSUSHLOKOCDEHMHF00717437,1,26,1,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,33800,5633.33,1,0,98,0,0,0,1,1,31,4,2,2,0,4.44,7612.61,1,1,1,1,1,2,2,2,2,3,2,1
1592,TQRMNORTUHMOKNCDEHMHF00714254,1,26,1,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,25900,25900.0,1,0,97,0,0,0,1,2,74,1,2,9,1,0.67,38656.72,0,1,1,1,1,1,1,2,2,1,1,1
1593,TQRMNORRWHKNKPCDEHMHF00662628,1,26,1,3,1,1,1,1,1,1,2,2,2,3,3,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,6,223050,31864.29,1,0,98,0,0,0,1,2,52,1,4,3,0,5.24,42566.79,0,1,1,1,1,2,2,2,2,1,1,1
1594,TQRMNOPUSHMMLLCDEOHCH00714125,1,91,1,3,1,2,2,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,200000,100000.0,1,2,98,0,0,0,1,2,47,1,6,1,0,1.53,130718.95,0,1,1,1,1,2,2,2,2,3,1,1
1595,TQRMNOPRUHMMLMCDEOHCH00713693,1,91,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,0,3,120000,40000.0,1,2,3,0,0,0,1,2,48,1,1,3,0,2.29,52401.75,0,1,1,1,1,2,2,2,2,1,1,1
1596,TQRMNORVWHMMLMCDEOHCH00720149,1,91,1,3,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,124000,41333.33,1,2,98,0,0,0,1,2,39,1,6,3,0,2.14,57943.93,0,1,1,1,1,1,2,2,2,6,1,1
1597,TQSMNOPVSHJOLLCDEFOCD00715465,1,8,1,1,1,4,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,72000,18000.0,2,1,98,0,0,0,1,1,25,4,3,2,0,3.06,23529.41,1,1,1,2,2,2,2,2,2,8,2,1
1598,TQRMNOPVUHJOLLCDEFOCD00670961,1,8,1,2,2,4,1,1,1,1,2,1,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,15000,5000.0,2,0,98,0,0,0,1,1,55,4,2,3,0,2.76,5434.78,1,1,1,2,1,2,2,2,2,1,2,1
1599,TQRMNOQWYHJOLLCDEFOCD00670965,1,8,1,1,1,4,2,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,17000,8500.0,1,2,98,0,0,0,1,2,43,4,6,3,0,1.53,11111.11,1,1,1,2,1,2,2,2,2,1,2,1
