,CODUSU,NRO_HOGAR,AGLOMERADO,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II5_1,II6_1,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,IPCF,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco,genero,edad,cob_medica,NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind_sum,adulto_equivalente,pobreza,IV9,IV10,IV11,II4_1,II4_2,II4_3,II5,II6,II7,II8,II9
1452,TQRMNOQSSHKNKMCDEIOAH00663769,2,38,1,3,1,1,1,1,1,1,2,2,2,3,2,2,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,40000,13333.33,1,0,98,0,0,0,1,2,28,4,5,2,0,2.01,19900.5,1,1,1,1,1,1,2,2,1,3,1,1
1453,TQRMNOQSVHKNKMCDEIOAH00663771,1,38,1,4,1,1,1,1,1,1,2,2,2,4,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,3,52000,17333.33,2,0,98,0,0,0,1,1,82,1,2,9,1,2.37,21940.93,1,1,1,1,2,1,2,2,2,1,1,1
1454,TQRMNOQYQHJMKNCDEIOAH00695956,1,38,1,6,1,1,1,1,1,1,2,2,2,6,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,60000,60000.0,1,0,96,0,0,0,1,2,78,1,5,9,1,0.63,95238.1,0,1,1,1,1,1,1,2,2,1,1,1
1455,TQRMNOQSUHKMKPCDEIOAH00696076,1,38,1,3,1,2,2,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,55000,27500.0,2,0,98,0,0,0,1,1,78,1,1,9,1,1.4100000000000001,39007.09,0,1,1,1,1,1,1,2,2,1,1,1
1456,TQRMNOTPQHKMKPCDEIOAH00696082,1,38,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,103500,34500.0,1,3,98,0,0,0,1,2,81,1,1,9,1,2.14,48364.49,0,1,1,1,1,1,1,2,2,1,1,1
1457,TQRMNOQYQHJOLNCDEFKID00714742,1,4,2,2,1,1,2,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,43000,43000.0,1,0,98,0,0,0,1,2,29,12,5,3,0,0.76,56578.95,0,1,1,1,1,1,2,2,2,4,1,1
1458,TQRMNOPYUHJOLPCDEFKID00667140,1,4,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4,1,3,61000,15250.0,1,0,98,0,0,0,1,2,72,1,7,9,1,2.9,21034.48,1,1,1,1,1,1,2,2,2,1,2,1
1459,TQRMNOQUVHMMLQCDEFKID00714743,1,4,2,3,1,9,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,25000,25000.0,1,0,98,0,0,0,1,2,65,1,2,9,1,0.67,37313.43,0,1,1,1,1,2,2,2,2,1,1,1
1460,TQRMNOQPWHLMLPCDEFKID00714744,1,4,2,4,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,0,3,25000,8333.33,1,0,98,0,0,0,1,2,59,1,3,9,1,2.59,9652.51,1,1,1,1,1,1,2,2,2,1,1,1
1461,TQRMNOPYPHMKLLCDEFLID00712807,1,5,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,30000,30000.0,1,0,98,0,0,0,1,2,18,1,5,9,3,0.76,39473.68,0,1,1,1,1,1,1,2,2,3,1,1
1462,TQRMNOQTQHKLLMCDEFLID00714973,1,5,2,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,45000,45000.0,1,0,98,0,0,0,1,1,21,1,5,9,3,1.02,44117.65,0,1,1,1,1,1,1,2,2,3,1,1
1463,TQRMNOPVUHLOKNCDEFOCD00715440,1,8,1,3,1,4,1,1,1,1,2,2,2,3,2,1,1,0,0,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,160000,80000.0,97,0,98,0,0,0,1,1,79,1,6,9,1,1.5,106666.67,0,1,1,1,1,1,1,2,2,1,2,1
1464,TQRMNOPRWHKOKPCDEFOCD00671053,1,8,1,3,1,4,1,1,1,1,2,2,2,3,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,115000,28750.0,2,3,98,0,0,0,1,1,76,1,1,9,1,3.41,33724.34,0,1,1,2,1,2,2,2,2,1,2,1
1465,TQRMNORXYHJOKPCDEFOCD00715441,1,8,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,20000,20000.0,1,0,98,0,0,0,1,1,50,4,2,2,0,1.0,20000.0,1,1,1,2,2,2,2,2,2,2,2,1
1466,TQRMNOTUXHMLLQCDEGOIH00716677,1,18,1,3,1,1,1,1,1,1,2,2,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,0,3,91000,30333.33,1,0,98,0,0,0,1,2,46,1,6,3,0,2.68,33955.22,0,1,1,1,1,1,2,2,2,1,2,1
1467,TQRMNOTVPHMLLQCDEGOIH00712989,1,18,1,5,1,1,1,1,1,1,2,2,2,5,3,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,1,4,68000,13600.0,1,2,98,0,0,0,1,1,51,4,5,2,0,3.95,17215.19,1,1,1,1,1,1,1,2,2,1,2,1
1468,TQRMNOSTRHKLLQCDEGOIH00661775,1,18,1,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,95000,95000.0,1,0,98,0,0,0,1,2,49,1,6,3,0,0.76,125000.0,0,1,1,1,1,1,1,2,2,1,4,1
1469,TQRMNOPPVHMOKMCDEHPJB00713422,1,29,1,4,1,4,2,1,1,1,2,1,2,4,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,40000,10000.0,1,0,98,0,0,0,1,2,66,1,2,9,1,2.7600000000000002,14492.75,1,1,1,3,1,2,2,2,2,1,1,1
1470,TQRMNOQXVHJLLMCDEOHCH00696799,1,91,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,105000,26250.0,1,2,3,4,0,0,1,1,48,1,3,3,0,3.55,29577.46,0,1,1,1,1,1,2,2,2,1,1,1
1471,TQRMNOQTTHJMLNCDEOHCH00720143,1,91,1,4,1,1,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,0,1,59000,59000.0,1,0,98,0,0,0,1,2,69,1,4,9,1,0.67,88059.7,0,1,1,1,1,1,2,2,2,1,1,1
1472,TQRMNOSRQHMLLPCDEOHCH00713338,1,91,1,4,1,2,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,180000,45000.0,2,0,96,0,0,0,1,1,51,1,4,3,0,3.8,47368.42,0,1,1,1,1,1,1,2,2,1,1,1
1473,TQSMNOPXTHMMKNCDEIGED00712302,1,30,1,1,2,4,1,2,1,2,1,2,2,1,1,2,0,1,0,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,18000,9000.0,1,0,98,0,0,0,1,2,25,4,4,3,0,1.4,12857.14,1,1,1,1,1,1,2,1,2,2,1,4
1474,TQRMNOPTTHKMKOCDEIGED00662953,1,30,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,62000,31000.0,2,1,98,0,0,0,1,1,68,1,2,9,1,1.5,41333.33,0,1,1,1,1,1,1,2,2,1,1,1
1475,TQRMNOQVVHKMKOCDEIGED00688528,1,30,1,4,1,4,1,1,1,1,1,1,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,3,133000,44333.33,1,0,98,0,0,0,1,2,38,1,5,3,0,2.67,49812.73,0,1,1,1,1,1,1,2,2,1,1,1
1476,TQRMNOQVWHKMKOCDEIGED00688529,1,30,1,4,1,4,1,1,1,1,1,1,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0,2,50000,25000.0,2,0,98,0,0,0,1,1,49,1,2,3,0,1.76,28409.09,0,1,1,1,1,2,1,2,2,1,1,1
1477,TQRMNORQPHLMKPCDEIGED00717917,1,30,1,2,1,2,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,1,40000,40000.0,1,0,98,0,0,0,1,1,54,2,2,3,0,1.0,40000.0,0,1,1,1,2,2,2,2,2,3,1,1
1478,TQRMNORQWHJNKQCDEIGED00688470,1,30,1,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,60000,20000.0,1,3,2,0,0,0,1,2,50,1,4,9,4,2.7800000000000002,21582.73,1,1,1,1,1,2,1,2,2,1,1,1
1479,TQRMNOPRUHKNKPCDEIGED00663031,1,30,1,4,1,2,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,50000,25000.0,1,0,98,0,0,0,1,2,70,1,2,9,1,1.44,34722.22,0,1,1,1,1,1,1,2,2,1,1,1
1480,TQRMNORTXHKOLOCDEGLDF00661561,1,15,1,3,2,4,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,37000,18500.0,1,0,98,0,0,0,1,2,61,4,7,9,1,1.69,21893.49,1,1,1,1,1,2,2,2,2,1,2,1
1481,TQTMNOQRPHLMLMCDEGLDF00716406,1,15,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,58500,19500.0,2,0,98,0,0,0,1,1,24,4,4,1,0,2.42,24173.55,1,1,1,1,2,1,2,2,2,3,2,1
1482,TQSMNOQRPHLMLMCDEGLDF00716407,1,15,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,2,50000,16666.67,2,0,98,0,0,0,1,1,26,1,4,3,0,2.13,23474.18,1,1,1,1,2,1,2,2,2,3,2,1
1483,TQRMNORVSHLMLPCDEGLDF00716408,1,15,1,2,1,4,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,50000,50000.0,1,0,98,0,0,0,1,2,73,1,2,9,1,0.67,74626.87,0,1,1,1,2,1,2,2,2,1,2,1
1484,TQRMNORWTHKOLQCDEGLDF00661512,1,15,1,3,1,4,1,1,1,1,2,2,2,3,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,40000,40000.0,3,0,98,0,0,0,1,1,31,1,5,3,0,1.0,40000.0,0,1,1,1,1,1,1,2,2,1,2,1
1485,TQSMNOPWYHKMLSCDEGGFB00660721,1,10,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,30900,30900.0,1,0,98,0,0,0,1,2,76,1,6,9,1,0.63,49047.62,0,1,1,1,1,2,1,2,2,1,1,1
1486,TQRMNOPURHJOLOCDEGPDJ00680247,2,19,1,1,2,4,2,1,1,1,2,2,2,3,3,2,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,200000,33333.33,2,0,98,0,0,0,1,1,33,2,2,1,0,4.61,43383.95,0,2,1,1,1,2,2,2,1,8,2,1
1487,TQRMNOPUTHJOLOCDEGPDJ00701788,1,19,1,1,1,2,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,74000,18500.0,4,0,98,0,0,0,1,1,19,4,1,3,0,2.83,26148.41,0,1,1,1,1,2,2,2,2,1,2,1
1488,TQRMNORPVHJOLOCDEGPDJ00680250,1,19,1,1,2,4,2,1,1,1,1,1,2,1,1,2,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,1,3,15000,3750.0,1,0,98,0,0,0,1,2,39,4,3,3,0,3.0100000000000002,4983.39,1,1,1,1,1,2,2,2,2,1,2,1
1489,TQRMNOQWQHMMLOCDEGOIH00712988,1,18,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,1,4,93000,18600.0,1,0,98,0,0,0,1,2,42,1,3,2,0,4.2,22142.86,1,1,1,2,1,1,1,2,2,1,2,1
1490,TQRMNORQTHMOLLCDEFOCD00715460,1,8,1,4,1,4,1,1,1,1,2,2,2,4,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,0,3,60000,20000.0,2,0,98,0,0,0,1,1,65,1,4,3,0,2.36,25423.73,0,1,1,2,1,1,1,2,2,1,2,1
1491,TQRMNOPTVHMOLMCDEFOCD00715461,1,8,1,2,2,4,1,1,1,1,2,2,2,2,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,0,1,25000,25000.0,1,0,98,0,0,0,1,1,53,1,4,9,1,1.0,25000.0,0,1,1,1,1,1,1,2,2,1,2,1
1492,TQRMNOPTYHMOLMCDEFOCD00708816,2,8,1,4,1,4,1,1,1,1,2,2,2,3,1,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,42000,21000.0,2,1,98,0,0,0,1,1,85,1,2,9,1,1.4100000000000001,29787.23,0,1,1,1,1,2,2,2,2,1,2,2
1493,TQRMNOQVPHMOKOCDEGPDJ00713325,1,19,1,5,1,1,1,1,1,1,1,2,2,5,2,2,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,100000,50000.0,1,0,98,0,0,0,1,2,60,1,5,9,4,1.5,66666.67,0,1,1,1,1,2,2,2,2,1,1,1
1494,TQRMNOPWRHLMKQCDEFMDB00715131,1,6,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,47000,47000.0,1,0,98,0,0,0,1,1,30,1,6,3,0,1.0,47000.0,0,1,1,1,2,2,2,2,2,3,1,1
1495,TQRMNOQXVHJKKQCDEFMDB00669384,2,6,2,1,1,1,1,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,33000,33000.0,1,0,98,0,0,0,1,2,27,4,5,3,0,0.76,43421.05,0,1,1,1,1,1,2,2,2,3,1,1
1496,TQRMNOSSUHMLKSCDEFMDB00715133,1,6,2,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,50000,25000.0,1,2,98,0,0,0,1,1,25,4,5,9,3,2.04,24509.8,1,1,1,1,1,2,2,2,2,3,1,1
1497,TQRMNOPWRHJOKSCDEFMDB00669438,1,6,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,0,3,50000,16666.67,1,0,2,3,0,0,1,1,54,1,3,3,0,2.7800000000000002,17985.61,1,1,1,1,1,2,2,2,2,6,2,1
1498,TQRMNOPUTHLMKSCDEFMDB00715134,1,6,2,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,135000,33750.0,1,2,98,0,0,0,1,1,53,1,3,3,0,3.55,38028.17,0,1,1,1,1,2,2,2,2,1,1,1
1499,TQRMNOQVWHLMKSCDEFMDB00715135,1,6,1,3,1,9,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,36000,12000.0,1,0,2,3,0,0,1,1,50,4,3,2,0,2.8,12857.14,1,1,1,1,1,2,2,2,2,2,2,1
1500,TQRMNOTTRHKMKMCDEHLEH00662477,1,25,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,85000,42500.0,2,0,98,0,0,0,1,1,60,1,4,9,1,1.76,48295.45,0,1,1,2,1,1,2,2,2,1,2,1
1501,TQRMNORVUHKKKMCDEHLEH00662412,1,25,1,2,1,2,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,55000,55000.0,1,0,98,0,0,0,1,1,46,1,6,2,0,1.0,55000.0,0,1,1,2,1,1,1,2,2,1,2,1
1502,TQRMNORVQHMLKRCDEFLID00712944,1,5,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,139000,69500.0,1,0,2,0,0,0,1,2,53,1,4,9,2,1.52,91447.37,0,1,1,1,1,2,1,2,2,1,1,1
1503,TQRMNORVSHMLKRCDEFLID00714981,1,5,1,5,1,4,1,1,1,1,2,2,2,5,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,105000,52500.0,2,0,96,0,0,0,1,2,86,1,4,9,1,1.63,64417.18,0,1,1,1,1,1,1,2,2,1,1,1
1504,TQRMNORXVHJMKTCDEFLID00668287,1,5,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,435000,108750.0,2,1,98,0,0,0,1,1,50,1,6,3,0,3.52,123579.55,0,1,1,1,1,1,1,2,2,1,1,1
1505,TQRMNORXYHJMKTCDEFLID00668288,1,5,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,190000,95000.0,2,1,98,0,0,0,1,1,36,1,4,3,0,1.77,107344.63,0,1,1,1,1,2,2,2,2,3,1,1
1506,TQRMNORYPHJMKTCDEFLID00668289,1,5,2,2,1,9,1,1,1,1,2,2,2,2,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,110000,110000.0,1,0,98,0,0,0,1,1,48,1,5,3,0,1.0,110000.0,0,1,1,1,1,2,2,2,2,3,1,1
1507,TQRMNOQTYHJOKMCDEGNFJ00702144,1,17,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,174000,43500.0,2,0,98,0,0,0,1,1,40,1,3,3,0,2.9699999999999998,58585.86,0,1,1,1,1,2,2,2,2,1,1,1
1508,TQRMNORTRHJOKNCDEGNFJ00678262,1,17,1,1,2,4,1,1,1,1,2,2,2,1,1,2,0,0,0,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,7,5,2,32200,4600.0,1,0,98,0,0,0,1,2,29,4,2,9,4,4.28,7523.36,1,1,1,1,2,2,2,2,2,1,4,1
1509,TQRMNOTWSHLOLMCDEGGFB00715720,1,10,1,4,1,1,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,6,0,6,89000,14833.33,2,0,1,3,4,0,1,1,65,1,2,3,0,5.32,16729.32,1,1,1,1,1,2,1,2,2,1,1,1
1510,TQRMNOPQRHKNKPCDEIHJF00714418,1,31,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,170000,42500.0,3,0,98,0,0,0,1,1,64,1,2,3,0,3.3,51515.15,0,1,1,1,1,2,2,2,2,1,1,1
1511,TQRMNOQRPHKNKPCDEIHJF00714425,1,31,1,3,1,4,1,1,1,1,2,2,2,3,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,15000,7500.0,1,0,98,0,0,0,1,2,49,4,1,2,0,1.8,8333.33,1,1,1,1,2,2,2,2,2,1,1,1
1512,TQRMNORSPHJOKPCDEIHJF00703093,1,31,1,4,1,4,1,1,1,1,2,2,2,4,2,1,1,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,255000,85000.0,96,0,98,0,0,0,1,2,39,2,6,3,0,2.23,114349.78,0,1,1,1,2,1,2,2,2,3,1,1
1513,TQRMNOPWVHKLLSCDEHNHB00662742,1,27,1,4,1,1,1,1,1,1,2,2,2,4,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,100000,100000.0,96,0,98,0,0,0,1,2,73,1,6,9,1,0.67,149253.73,0,1,1,2,1,2,2,2,2,1,1,1
1514,TQRMNOQUTHMNLQCDEHJGH00714269,1,23,1,4,1,1,1,1,1,1,2,2,2,4,2,2,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,1,4,157500,31500.0,1,0,98,0,0,0,1,2,29,3,6,2,0,3.83,41122.72,0,1,1,1,1,1,1,2,2,1,2,1
1515,TQRMNOPTVHLMLPCDEHJGH00717176,1,23,2,4,1,9,1,1,1,1,2,2,2,4,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,2,3,100000,20000.0,1,0,3,0,0,0,1,2,30,1,5,3,0,3.48,28735.63,0,1,1,1,1,1,2,2,2,3,1,1
1516,TQRMNORUTHKNKTCDEIOAH00663830,1,38,1,1,1,4,2,1,1,1,2,2,2,1,1,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,42600,14200.0,1,2,98,0,0,0,1,2,51,4,2,9,4,2.54,16771.65,1,1,1,1,1,1,2,2,2,6,2,1
1517,TQRMNOPXWHMLLLCDEIOAH00713618,1,38,1,4,1,4,1,1,1,1,2,2,2,4,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,90000,45000.0,1,0,98,0,0,0,1,2,62,1,2,9,1,1.3,69230.77,0,1,1,1,1,1,2,2,2,6,1,1
1518,TQRMNORXRHLNLNCDEIOAH00720000,1,38,1,3,2,4,2,1,1,1,2,2,2,3,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,0,1,90000,90000.0,1,0,98,0,0,0,1,1,31,4,3,3,0,1.0,90000.0,0,1,1,1,1,1,2,2,2,1,2,1
1519,TQRMNORSXHMOKMCDEOJAH00713624,1,93,1,3,1,2,1,1,1,1,2,2,2,3,2,2,0,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,200000.0,1,0,98,0,0,0,1,2,70,1,6,9,1,0.67,298507.46,0,1,1,1,1,1,2,2,2,1,1,1
1520,TQRMNORPPHLMKOCDEIHJF00718060,1,31,2,3,1,4,1,1,1,1,2,2,2,3,1,2,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,80000,40000.0,1,0,97,0,0,0,1,1,61,2,2,9,1,1.5,53333.33,0,1,1,2,1,2,2,2,2,1,1,1
1521,TQRMNOTRSHLLLQCDEGOIH00716682,1,18,1,5,1,1,1,1,1,1,2,2,2,5,4,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,247000,61750.0,96,0,98,0,0,0,1,2,68,1,6,3,0,3.2800000000000002,75304.88,0,1,1,1,1,1,1,2,2,1,1,1
1522,TQRMNOSUPHKLKMCDEGOIH00661777,1,18,1,3,1,1,1,1,1,1,2,2,2,3,3,2,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,75000,37500.0,2,0,97,0,0,0,1,1,76,1,4,9,1,1.74,43103.45,0,1,1,1,1,1,2,2,2,1,1,1
1523,TQRMNORYVHJOKMCDEHPJB00687651,1,29,1,2,1,4,2,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,95000,23750.0,1,2,98,0,0,0,1,1,42,1,3,3,0,3.79,25065.96,0,1,1,2,1,1,1,2,2,1,2,1
1524,TQRMNOPPWHMOKMCDEHPJB00714192,1,29,1,3,1,4,1,1,1,1,2,1,2,3,3,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,115000,19166.67,1,0,2,0,0,0,1,1,51,4,3,2,0,4.92,23373.98,1,1,1,3,1,1,1,2,2,1,1,1
1525,TQRMNORWVHKOLSCDEFLID00659847,1,5,1,2,1,4,1,1,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,83000,20750.0,2,0,98,0,0,0,1,1,39,1,5,3,0,3.12,26602.56,0,1,1,2,1,1,1,2,2,1,2,1
